filename,prompt,ai_app,seed,before_image,type,cfg_scale,sampling_steps,sampler_name
"00014-157_k_lms_2255288039_medieval_gothic_city_with_castle_on_top_of_the_hill,_symetrical,_very_detailed,_beautiful,_intricate,-esrgan4x","medieval gothic city with castle on top of the hill, symetrical, very detailed, beautiful, intricate, cinematic, artstation, william bouguereau, alphonse mucha, greg rutkowski, highly detailed 4 k art, sharp focus, smooth, hd ",web-ui,2255288039,,txt2img,7.5,157,k_lms
"00069-152_k_lms_1654788869_vibrant_complimentary_color_portrait_of_technical_masked_neon_diesel_punk,_3_d_anime,_award_-_winning","vibrant complimentary color portrait of technical masked neon diesel punk, 3 d anime, award - winning realistic sci - fi concept art by beksinski, picasso masterpiece, complimentary colors, james gilleard, bruegel, greg rutkowski, alphonse mucha, and yoshitaka amano ",web-ui,1654788869,,txt2img,7.5,152,k_lms
"00023-157_k_lms_614870156_Hyperrealism,_A_dystopian_future_world_made_of_post-its,_ray_tracing,_intricate_details,_environment_c-esrgan4x","Hyperrealism, A dystopian future world made of post-its, ray tracing, intricate details, environment concept, artstation trending, 4k detail post processing, ultra detailed, cinematic",web-ui,614870156,,txt2img,7.5,157,k_lms
"00006-182_k_lms_2209206545_a_fantasy_meadow_landscape,_neil_gaiman_gods,_trending_on_art_station,_digital_painting,_4k-esrgan4x","a fantasy meadow landscape, neil gaiman gods, trending on art station, digital painting, 4k",web-ui,2209206545,,txt2img,7.5,182,k_lms
"00053-151_k_lms_2448169181_giant_diarrhea_over_city_by_simon_stalenhag,_d_&_d,_fantasy,_digital_painting,_unreal_engine_5,_photo","giant diarrhea over city by simon stalenhag, d & d, fantasy, digital painting, unreal engine 5, photorealism, hd quality, 8 k resolution, cinema 4 d, 3 d, cinematic, professional photography, art by artgerm and greg rutkowski and alphonse mucha and loish and wlop ",web-ui,2448169181,,txt2img,5,151,k_lms
"00009-182_k_lms_519415038_a_fantasy_meadow_landscape,_norse,_scifi,_trending_on_art_station,_digital_painting,_4k-esrgan4x","a fantasy meadow landscape, norse, scifi, trending on art station, digital painting, 4k",web-ui,519415038,,txt2img,7.5,182,k_lms
00077-151_k_lms_3766130683_a_beautiful_watercolor_painting_of_a_white_landscape_in_the_style_of_paul_sandby_and_antonio_guidotti,"a beautiful watercolor painting of a white landscape in the style of paul sandby and antonio guidotti, gigantic mushroom cloud in the horizon, an angel standing still, ten indistinct human figures standing still, ash and meteors falling from the sky, 8 k, trending on artstation, pastel color scheme ",web-ui,3766130683,,txt2img,7.5,151,k_lms
"00070-152_k_lms_512381025_vibrant_complimentary_color_portrait_of_technical_masked_neon_diesel_punk,_3_d_anime,_award_-_winning_","vibrant complimentary color portrait of technical masked neon diesel punk, 3 d anime, award - winning realistic sci - fi concept art by beksinski, picasso masterpiece, complimentary colors, james gilleard, bruegel, greg rutkowski, alphonse mucha, and yoshitaka amano ",web-ui,512381025,,txt2img,7.5,152,k_lms
"00025-157_k_lms_1219699488_nordic_fjord,_summer_morning_light,_aerial_view,_beautiful_landscape,_cinematic_light,_soft_illuminat-esrgan4x","nordic fjord, summer morning light, aerial view, beautiful landscape, cinematic light, soft illumination, cinematic composition, wide - angle, atmospheric, oil painting, trending on artstation ",web-ui,1219699488,,txt2img,7.5,157,k_lms
"00022-157_k_lms_857059599_Hyperrealism,_A_dystopian_future_world_made_of_post-its,_ray_tracing,_intricate_details,_environment_c","Hyperrealism, A dystopian future world made of post-its, ray tracing, intricate details, environment concept, artstation trending, 4k detail post processing, ultra detailed, cinematic",web-ui,857059599,,txt2img,7.5,157,k_lms
"00007-182_k_lms_3680453441_a_fantasy_meadow_landscape,_neil_gaiman_gods,_trending_on_art_station,_digital_painting,_4k-esrgan4x","a fantasy meadow landscape, neil gaiman gods, trending on art station, digital painting, 4k",web-ui,3680453441,,txt2img,7.5,182,k_lms
"00020-157_k_lms_1804624663_an_enchanted_forest_at_night_illuminated_by_glowing_mushrooms,_diffuse_lighting,_fantasy,_intricate,_-esrgan4x","an enchanted forest at night illuminated by glowing mushrooms, diffuse lighting, fantasy, intricate, surrealism!!!!, highly detailed, lifelike, photorealistic, digital painting, artstation, illustration, concept art, smooth, sharp focus, by greg rutkowski, chris tulloch mccabe, valentina remenar and asher duran, ",web-ui,1804624663,,txt2img,7.5,157,k_lms
00005-151_k_lms_4141168096_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded  ",web-ui,4141168096,,txt2img,5,151,k_lms
00001-151_k_lms_925915365_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,925915365,,txt2img,7.5,151,k_lms
00003-151_k_lms_3662327614_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,3662327614,,txt2img,5,151,k_lms
00000-151_k_lms_1251121557_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,1251121557,,txt2img,7.5,151,k_lms
00002-151_k_lms_111456849_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,111456849,,txt2img,5,151,k_lms
00004-151_k_lms_2018243493_0,"liquid nitrogen and with black water-cooling coolant flowing through latent representations of ice caverns by centrifugal forces, high detailed, high contrast, geometric elements, trending on artstation, octane render, subsurface scattering, 4k concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded  ",web-ui,2018243493,,txt2img,5,151,k_lms
00003-151_k_lms_305146283_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,305146283,,txt2img,7,151,k_lms
00000-151_k_dpm_2_a_3990373060_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,3990373060,,txt2img,7,151,k_dpm_2_a
00001-151_DDIM_2628484323_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,2628484323,,txt2img,7,151,DDIM
00002-151_DDIM_3739162214_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,3739162214,,txt2img,7,151,DDIM
00004-151_k_lms_511506509_0,"concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,511506509,,txt2img,7.5,151,k_lms
00003-50_k_lms_469813450_0,"concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,469813450,,txt2img,7.5,50,k_lms
00002-50_k_lms_1834773842_0,"concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney a retrofuturistic steampubk city by thomas kinkade, moebius and makoto shinkai, highly detailed, cinematic composition, trending on artstation, octane render, 8 k ",web-ui,1834773842,,txt2img,7.5,50,k_lms
00001-50_k_lms_1971459879_0,"concept art painting of a ruin of blue castle with asian influence, overlooking a valley, three suns at the sky, sunset, x - wings flying in the sky, realistic, star wars, detailed, cel shaded, in the style of greg rutkowski and albert bierstadt and james gurney ",web-ui,1971459879,,txt2img,7.5,50,k_lms
00004-151_PLMS_1912001495_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,1912001495,,txt2img,5,151,PLMS
00001-151_k_lms_3038425490_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,3038425490,,txt2img,5,151,k_lms
00000-151_k_lms_659710456_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,659710456,,txt2img,5,151,k_lms
00005-151_k_dpm_2_a_2329813120_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,2329813120,,txt2img,7,151,k_dpm_2_a
00002-151_k_lms_1573909918_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,1573909918,,txt2img,6.5,151,k_lms
00003-151_DDIM_2996143652_0,"a scary glowing green scifi portal to another world in darwin's arch, ocean and rock landscape, science fiction, intricate, elegant, highly detailed, digital painting, artstation, concept art, matte, sharp focus, illustration, art by greg rutkowski and rembrandt ",web-ui,2996143652,,txt2img,5,151,DDIM
00005-151_k_lms_2185821544_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,2185821544,,txt2img,7,151,k_lms
00004-151_k_lms_1000981374_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,1000981374,,txt2img,7,151,k_lms
00007-151_k_lms_2899351816_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,2899351816,,txt2img,5,151,k_lms
00006-151_k_lms_3587617762_0,"joe biden grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,3587617762,,txt2img,7,151,k_lms
00000-151_k_lms_4243934364_0,"joe biden evil devil grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,4243934364,,txt2img,5,151,k_lms
00000-151_k_lms_3733734287_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,3733734287,,txt2img,5,151,k_lms
00000-151_k_lms_1744177118_0,"joe biden evil grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,1744177118,,txt2img,5,151,k_lms
00001-151_k_lms_3413628469_0,"joe biden evil devil grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,3413628469,,txt2img,5,151,k_lms
00002-151_k_lms_3837443940_0,"joe biden evil devil grinning glowing eyes backlit, 8 k, trending on artstation, rule of thirds, ultra detailed. ",web-ui,3837443940,,txt2img,5,151,k_lms
00001-151_k_lms_250141397_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,250141397,,txt2img,5,151,k_lms
00003-151_DDIM_1282755338_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,1282755338,,txt2img,5,151,DDIM
00004-151_DDIM_2677486_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,2677486,,txt2img,5,151,DDIM
00002-151_DDIM_2140076417_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,2140076417,,txt2img,5,151,DDIM
00005-50_k_lms_2623903090_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,2623903090,,txt2img,7.5,50,k_lms
00006-50_k_lms_44439027_0,"mountainside landscape, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,44439027,,txt2img,7.5,50,k_lms
00002-50_k_lms_2062362949_0,"mountainside landscape skyrim , studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art ",web-ui,2062362949,,txt2img,7.5,50,k_lms
00000-50_k_lms_3501568676_0,"mountainside landscape skyrim , studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art ",web-ui,3501568676,,txt2img,7.5,50,k_lms
00001-50_k_lms_3501707440_0,"mountainside landscape skyrim , studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art ",web-ui,3501707440,,txt2img,7.5,50,k_lms
00003-50_k_lms_2197663065_0,"mountainside landscape skyrim , studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art no web page ",web-ui,2197663065,,txt2img,7.5,50,k_lms
00000-150_k_lms_1283968588_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,1283968588,,txt2img,4.5,150,k_lms
00001-150_k_lms_3713442620_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3713442620,,txt2img,4.5,150,k_lms
00007-150_k_lms_2660074410_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,2660074410,,txt2img,7,150,k_lms
00006-150_k_lms_1798244182_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,1798244182,,txt2img,7,150,k_lms
00005-150_k_lms_592165799_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,592165799,,txt2img,7,150,k_lms
00008-150_k_lms_4226314753_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,4226314753,,txt2img,7,150,k_lms
00002-150_k_lms_3555553616_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3555553616,,txt2img,7,150,k_lms
00003-150_k_lms_198339813_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,198339813,,txt2img,7,150,k_lms
00004-150_k_lms_3067534043_0,"magnificent baroque city floating in air, bioshock, dystopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3067534043,,txt2img,7,150,k_lms
00000-150_k_lms_2064750629_0,"magnificent baroque city floating in air, bioshock beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,2064750629,,txt2img,4.5,150,k_lms
00002-150_k_lms_482879150_0,"skyrim dwemer cave underground city, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,482879150,,txt2img,7.5,150,k_lms
00000-50_k_lms_2372035333_0,"skyrim dwemer cave underground city, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,2372035333,,txt2img,7.5,50,k_lms
00001-150_k_lms_3287027489_0,"skyrim dwemer cave underground city, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3287027489,,txt2img,7.5,150,k_lms
00001-50_k_lms_872891864_0,"skyrim dwemer cave, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,872891864,,txt2img,7.5,50,k_lms
00000-50_k_lms_2711801771_0,"skyrim dwemer cave, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,2711801771,,txt2img,7.5,50,k_lms
00000-150_k_lms_659504079_0,"magnificent baroque city floating in air, bioshock, distopian,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,659504079,,txt2img,4.5,150,k_lms
00007-50_DDIM_3181155042_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3181155042,,txt2img,7.5,50,DDIM
00000-50_k_lms_1379805779_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,1379805779,,txt2img,7.5,50,k_lms
00010-50_k_lms_1993715136_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,1993715136,,txt2img,7.5,50,k_lms
00008-50_PLMS_251477462_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,251477462,,txt2img,7.5,50,PLMS
00006-50_DDIM_3605191578_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3605191578,,txt2img,7.5,50,DDIM
00003-50_DDIM_3098343794_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3098343794,,txt2img,7.5,50,DDIM
00005-50_DDIM_3576030160_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3576030160,,txt2img,7.5,50,DDIM
00002-50_k_lms_3252031722_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,3252031722,,txt2img,7.5,50,k_lms
00009-50_k_lms_2095399615_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,2095399615,,txt2img,7.5,50,k_lms
00004-50_DDIM_4161608300_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,4161608300,,txt2img,7.5,50,DDIM
00001-50_k_lms_1166302306_0,"skyrim dwemer cave underground, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art",web-ui,1166302306,,txt2img,7.5,50,k_lms
00004-150_k_lms_3678641995_0,"russian folk fairytale, story, fable, dramatic, fantasy art, matte painting, an ultrafine detailed painting, academic art, ornate, inticate, elegant, sharp focus, artstation, by pavel korin, viktor vasnetsov, greg rutkowski ",web-ui,3678641995,,txt2img,4.5,150,k_lms
00000-150_k_lms_3757278779_0,"russian folk fairytale, story, fable, dramatic, fantasy art, matte painting, an ultrafine detailed painting, academic art, ornate, inticate, elegant, sharp focus, artstation, by pavel korin, viktor vasnetsov, greg rutkowski ",web-ui,3757278779,,txt2img,7.5,150,k_lms
00002-150_k_lms_3786210196_0,"russian folk fairytale, story, fable, dramatic, fantasy art, matte painting, an ultrafine detailed painting, academic art, ornate, inticate, elegant, sharp focus, artstation, by pavel korin, viktor vasnetsov, greg rutkowski ",web-ui,3786210196,,txt2img,4.5,150,k_lms
00003-150_k_lms_1454508368_0,"russian folk fairytale, story, fable, dramatic, fantasy art, matte painting, an ultrafine detailed painting, academic art, ornate, inticate, elegant, sharp focus, artstation, by pavel korin, viktor vasnetsov, greg rutkowski ",web-ui,1454508368,,txt2img,4.5,150,k_lms
00001-150_k_lms_3784076235_0,"russian folk fairytale, story, fable, dramatic, fantasy art, matte painting, an ultrafine detailed painting, academic art, ornate, inticate, elegant, sharp focus, artstation, by pavel korin, viktor vasnetsov, greg rutkowski ",web-ui,3784076235,,txt2img,4.5,150,k_lms
00001-150_k_lms_1230838657_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,1230838657,,txt2img,7,150,k_lms
00004-150_k_lms_527092240_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3724090556,,txt2img,7,150,k_lms
00002-150_k_lms_3361344504_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3361344504,,txt2img,7,150,k_lms
00009-150_k_lms_2175777327_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,2175777327,,txt2img,7,150,k_lms
00007-150_k_lms_288094941_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,1995052710,,txt2img,7,150,k_lms
00003-150_k_lms_2406677772_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,4566606029,,txt2img,7,150,k_lms
00000-150_k_lms_3954457550_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3954457550,,txt2img,7,150,k_lms
00008-150_k_lms_2388906383_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,3803262171,,txt2img,7,150,k_lms
00006-150_k_lms_3055268977_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,4366564656,,txt2img,7,150,k_lms
00005-150_k_lms_922410806_0,"magnificent baroque city floating in air, bioshock, dystopian, water world, in flames,  beautiful, surreal, highly detailed, sharp focus, sunset, by artgerm, cgsociety",web-ui,1953853848,,txt2img,7,150,k_lms
00000-50_k_lms_1376265449_0,"mountainside landscape skyrim, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art by artgerm and greg rutkowski and bo chen and jin xiaodi ",web-ui,1376265449,,txt2img,7.5,50,k_lms
00000-50_k_lms_2754377637_0,"landscape skyrim dwemer, studio ghibli, pixar and disney animation, sharp, rendered in unreal engine 5, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, wide angle, artbook, wallpaper, splash art, promo art, dramatic lighting, art no web page ",web-ui,2754377637,,txt2img,7.5,50,k_lms
